21.5577	94.7797	-72.9928	-1.457	35.5992	121.2433	4184.7607	1.0298	52.8919	11.1852	94.7797	-72.9928	-1.457	35.5992	121.2433	1470.9182	5.2981	146.8883	35.2631	94.7797	-72.9928	-1.457	35.5992	121.2433	23272.7001	1.0493	42.9224	0.2656	94.7797	-72.9928	-1.457	35.5992	121.2433	2631.5197	15.4235	344.3322	13.6896	94.7797	-72.9928	-1.457	35.5992	121.2433	1704.0757	2.8632	75.7824	14.9139	94.7797	-72.9928	-1.457	35.5992	121.2433	917.2707	2.7813	81.3157
23.8668	80.7466	-51.5891	-1.0097	37.2033	149.4542	4456.9313	1.2708	54.8396	12.3592	80.7466	-51.5891	-1.0097	37.2033	149.4542	1544.9958	8.1363	159.3114	32.2854	80.7466	-51.5891	-1.0097	37.2033	149.4542	24132.7153	1.0505	44.2199	0.7656	80.7466	-51.5891	-1.0097	37.2033	149.4542	2810.567	10.7489	323.888	12.6076	80.7466	-51.5891	-1.0097	37.2033	149.4542	1656.3835	2.0502	78.4711	17.5472	80.7466	-51.5891	-1.0097	37.2033	149.4542	989.5485	3.9028	66.947
30.1859	88.2971	-30.1853	-0.5624	45.89	84.0175	4726.1379	1.388	57.4274	11.9056	88.2971	-30.1853	-0.5624	45.89	84.0175	1617.1095	8.7605	150.6112	30.1458	88.2971	-30.1853	-0.5624	45.89	84.0175	24973.4311	0.3773	44.9911	0.7656	88.2971	-30.1853	-0.5624	45.89	84.0175	2989.8539	4.2284	311.3123	11.6178	88.2971	-30.1853	-0.5624	45.89	84.0175	1624.3494	1.8959	77.9546	20.0778	88.2971	-30.1853	-0.5624	45.89	84.0175	1117.2733	4.8033	73.5769
28.1099	78.8838	-8.7815	-0.1151	54.6575	101.6825	5062.5911	1.2683	50.5234	13.4806	78.8838	-8.7815	-0.1151	54.6575	101.6825	1693.1074	7.4828	157.9405	31.6816	78.8838	-8.7815	-0.1151	54.6575	101.6825	27139.9524	1.9956	50.465	0.7656	78.8838	-8.7815	-0.1151	54.6575	101.6825	3186.9971	7.7327	313.4161	10.1267	78.8838	-8.7815	-0.1151	54.6575	101.6825	1620.3551	1.3997	77.7461	22.125	78.8838	-8.7815	-0.1151	54.6575	101.6825	1258.3495	7.0276	66.2123
27.1871	70.1765	12.6223	0.3322	43.8367	99.0483	5390.1017	1.1923	51.8771	18.0083	70.1765	12.6223	0.3322	43.8367	99.0483	1790.3273	5.8296	179.9049	36.0333	70.1765	12.6223	0.3322	43.8367	99.0483	29220.2728	2.1747	52.5265	0.7656	70.1765	12.6223	0.3322	43.8367	99.0483	3391.4899	11.6031	316.2165	12.3909	70.1765	12.6223	0.3322	43.8367	99.0483	1654.7461	0.9316	81.249	25.675	70.1765	12.6223	0.3322	43.8367	99.0483	1406.8585	11.9395	77.4732
29.9507	83.9726	34.0261	0.7795	37.645	85.5367	5771.3521	2.1501	53.9586	17.2722	83.9726	34.0261	0.7795	37.645	85.5367	1905.5424	4.7102	192.1132	36.483	83.9726	34.0261	0.7795	37.645	85.5367	30379.8991	1.7461	57.3306	0.7656	83.9726	34.0261	0.7795	37.645	85.5367	3614.9324	13.6004	345.4593	18.76	83.9726	34.0261	0.7795	37.645	85.5367	1693.8087	1.2216	89.7562	29.3944	83.9726	34.0261	0.7795	37.645	85.5367	1545.1943	8.586	74.7213
31.8336	66.9365	55.4299	1.2268	33.685	74.6742	6190.4643	2.7242	52.2647	14.4	66.9365	55.4299	1.2268	33.685	74.6742	2020.9915	5.0353	181.767	39.9465	66.9365	55.4299	1.2268	33.685	74.6742	31349.3172	1.6028	63.8553	0.7656	66.9365	55.4299	1.2268	33.685	74.6742	3766.8636	11.8725	334.9112	20.6889	66.9365	55.4299	1.2268	33.685	74.6742	1752.238	1.2762	84.2741	33.3556	66.9365	55.4299	1.2268	33.685	74.6742	1681.6274	9.7131	92.7057
24.8196	60.3889	76.8336	1.6741	33.3267	50.915	6480.5565	2.1678	55.9939	11.5917	60.3889	76.8336	1.6741	33.3267	50.915	2081.8417	5.1362	185.6651	39.474	60.3889	76.8336	1.6741	33.3267	50.915	32835.2519	1.2985	77.2286	0.7656	60.3889	76.8336	1.6741	33.3267	50.915	3614.6085	15.6824	323.8644	20.5269	60.3889	76.8336	1.6741	33.3267	50.915	1800.2591	2.5934	95.0518	32.3806	60.3889	76.8336	1.6741	33.3267	50.915	1819.0979	8.2701	94.3445
39.0578	57.5649	98.2374	1.8949	31.3992	68.47	5857.967	-0.2523	96.1862	12.3806	57.5649	98.2374	1.8949	31.3992	68.47	1780.2005	2.9978	209.4922	41.9285	57.5649	98.2374	1.8949	31.3992	68.47	31043.1082	3.0701	80.0772	0.7656	57.5649	98.2374	1.8949	31.3992	68.47	3295.3602	6.9506	312.0793	15.1028	57.5649	98.2374	1.8949	31.3992	68.47	1746.5259	6.4348	100.2405	30.8194	57.5649	98.2374	1.8949	31.3992	68.47	1944.4372	6.1412	97.0012
41.1475	58.7481	70.1738	1.6201	35.2925	73.9775	6070.9562	-1.3326	62.9439	20.9778	58.7481	70.1738	1.6201	35.2925	73.9775	1767.5147	4.9215	217.5709	54.884	58.7481	70.1738	1.6201	35.2925	73.9775	32557.047	2.1357	77.1615	0.7656	58.7481	70.1738	1.6201	35.2925	73.9775	3403.0874	21.8492	336.4848	10.8695	58.7481	70.1738	1.6201	35.2925	73.9775	1759.4211	4.8178	100.7063	38.2611	58.7481	70.1738	1.6201	35.2925	73.9775	2076.8181	4.9227	102.7874
